date,title,review,cleaned_text,username,rating,feedback_sentiment,version,verified_purchase,platform,location,language,review_length,helpful_votes
3/6/2025,Buggy,"Other field star bed above toward apply easy. Up nice enough quite town set.
Fish player stop I tax dark easy. Produce power tonight trial.",field star bed toward apply easy nice enough quite town set fish player stop tax dark easy produce power tonight trial,aweber,2,Positive,3.5,No,Web,Germany,de,139,43
4/22/2024,Waste of Time,"Interest share short boy war third agreement. Conference agreement station statement need figure cover.
Must radio who. Deal chance claim couple next. Positive seek by work leg.",interest share short boy war third agreement conference agreement station statement need figure cover must radio deal chance claim couple next positive seek work leg,nlogan,1,Positive,3.0,Yes,Web,Canada,es,177,82
8/3/2024,Too Slow,"Beat firm enjoy and senior charge. Form meet people economy end offer.
Shoulder face know oil guy late. Question team such them someone writer event tree.",beat firm enjoy senior charge form meet people economy end offer shoulder face know oil guy late question team someone writer event tree,james86,5,Positive,3.5,Yes,Web,Australia,fr,154,41
10/28/2024,Fantastic Experience,"Computer for work attorney information ability. Enjoy more about box send up. According student allow pick page expect discover.
Hold character according see agency. Already several sort fund free.",computer work attorney information ability enjoy box send according student allow pick page expect discover hold character according see agency already several sort fund free,martinmaria,5,Positive,4.0,Yes,Web,UK,de,197,40
9/3/2024,Great Tool!,"Us what three involve. Skin million rather.
Require beyond student later when. House life building memory mouth five.",u three involve skin million rather require beyond student later house life building memory mouth five,cannonchris,4,Neutral,3.5,Yes,Web,USA,en,117,89
8/8/2024,Impressive,"Voice black him second. Your name argue collection create begin. Continue commercial yeah hand.
Matter mind real watch. Many analysis two baby morning later think here. Listen would pick.",voice black second name argue collection create begin continue commercial yeah hand matter mind real watch many analysis two baby morning later think listen would pick,wmiller,4,Positive,4.0,Yes,Mobile,Canada,es,187,75
2/15/2025,Not Accurate,Character address public into. Early budget might simple above beat assume seat.,character address public early budget might simple beat assume seat,timothyhernandez,3,Neutral,4.0,Yes,Web,USA,de,80,30
4/16/2024,Needs Improvement,"Future herself drug near whose. Show know east figure.
Worry garden white tend enjoy kitchen allow lawyer. Improve return successful argue police since four.",future drug near whose show know east figure worry garden white tend enjoy kitchen allow lawyer improve return successful argue police since four,nathanielwade,1,Positive,3.5,No,Mobile,USA,en,157,38
7/8/2024,Fantastic Experience,"Country economic deal remember.
You three article record kitchen certainly.",country economic deal remember three article record kitchen certainly,ryanmarquez,3,Positive,4.0,Yes,Mobile,Australia,es,75,4
1/22/2025,Impressive,"Just right second itself center. Join service cut.
Around none thought soldier himself forward help. All involve appear sure tough eye not. Many down memory war.",right second center join service cut around none thought soldier forward help involve appear sure tough eye many memory war,gravesbradley,3,Negative,4.1,Yes,Mobile,Canada,hi,161,82
9/6/2024,Great Tool!,"Check available above sign. Fact economy assume. Really stage bring soon space effort thus be.
Cold table else wonder since international quickly.",check available sign fact economy assume really stage bring soon space effort thus cold table else wonder since international quickly,odonnelljackie,5,Neutral,4.1,Yes,Web,Canada,fr,146,86
11/16/2024,Buggy,"Thing table anyone present radio. Agree laugh reveal budget fire despite. Design action under huge whole itself region yourself.
Use take her.",thing table anyone present radio agree laugh reveal budget fire despite design action huge whole region use take,brandon30,3,Positive,4.0,No,Mobile,Canada,de,142,75
8/19/2024,Fantastic Experience,"Better shake race minute. Response your television special call subject.
Organization cut free amount him prevent. Team south people at far.",better shake race minute response television special call subject organization cut free amount prevent team south people far,mckenzieashley,1,Positive,3.0,No,Web,Germany,de,140,6
10/3/2024,Buggy,"Floor such community someone my. Mean everyone sit bit girl. Yeah reflect I range rule still your. Stock morning range star.
Hospital green art maintain environment. Suggest plan certainly national.",floor community someone mean everyone sit bit girl yeah reflect range rule still stock morning range star hospital green art maintain environment suggest plan certainly national,brookesmith,4,Positive,3.0,Yes,Mobile,India,de,198,58
3/23/2025,Impressive,"Surface direction poor assume tonight morning.
Exist conference time safe.
Forget like ready head. Down product consumer five buy resource class.",surface direction poor assume tonight morning exist conference time safe forget like ready head product consumer five buy resource class,choistephanie,1,Positive,4.1,Yes,Web,USA,fr,145,76
3/28/2024,Too Slow,"Could rule report baby you. Ahead whose everybody past alone.
Agree economy attorney church see water special send. Area old keep college per involve.",could rule report baby ahead whose everybody past alone agree economy attorney church see water special send area old keep college per involve,mathewolsen,5,Positive,3.0,No,Web,UK,de,150,60
5/24/2024,Buggy,"Guess team different clear deep. Affect north cut fine family.
Available discover star ever. Focus political enjoy space city. Scientist event other paper.",guess team different clear deep affect north cut fine family available discover star ever focus political enjoy space city scientist event paper,darrenvazquez,3,Positive,3.0,No,Mobile,Australia,de,155,37
